Applicant (student) Username,Applications ID,Employer Industry Name,Postings Apply Start Date,Postings Expiration Date Date,Student Educations Cumulative Gpa
afan6,4562993,Electronic & Computer Hardware,2017-04-01,2017-10-30,3.75
xxie10,4407872,Investment / Portfolio Management,2017-04-01,2017-04-13,3.61
wkaseu,4444373,"Movies, TV, Music",2017-03-31,2017-04-19,3.43
mdelsord,4754496,Hotels & Accommodation,2017-03-31,2017-05-30,3.89
gchen20,4903017,Real Estate,2017-03-31,2017-06-30,3.7
alemire,4430373,Construction,2017-03-31,2017-04-16,3.07
afan6,4562998,Healthcare,2017-03-31,2017-05-01,3.75
afan6,4563017,Hotels & Accommodation,2017-03-31,2017-05-30,3.75
alemire,4451415,Politics,2017-03-31,2017-04-07,3.07
blee38,4560251,Healthcare,2017-03-31,2017-05-01,3.37
lfelemba,4491894,Human Resources,2017-03-31,2017-05-31,3.1
afan6,4563004,Hotels & Accommodation,2017-03-31,2017-05-30,3.75
wkaseu,4991771,Real Estate,2017-03-31,2017-06-30,3.43
asingh36,4411025,Hotels & Accommodation,2017-03-31,2017-05-30,3.83
afan6,4563001,Healthcare,2017-03-31,2017-04-30,3.75
ecamach3,4914586,Real Estate,2017-03-31,2017-06-30,2.8
asingh36,4410917,Hotels & Accommodation,2017-03-31,2017-05-30,3.83
yzhou65,4592966,Higher Education,2017-03-31,2017-04-30,3.63
jtian,4585836,Investment / Portfolio Management,2017-03-31,2017-05-29,3.8
jsanch14,4842833,Real Estate,2017-03-31,2017-06-30,3.02
nzhang15,4801007,Real Estate,2017-03-31,2017-06-30,4
asingh36,4393326,Healthcare,2017-03-31,2017-05-01,3.83
vpatel18,4373742,Healthcare,2017-03-31,2017-05-01,3.29
ypan22,4572890,Hotels & Accommodation,2017-03-31,2017-05-30,3.73
hpark43,4625555,Healthcare,2017-03-31,2017-05-01,3.76
erodri17,4720893,Real Estate,2017-03-30,2017-06-16,2.44
mmcgove4,4473514,Telecommunications,2017-03-30,2017-04-23,3.3
czelicof,4077568,Investment / Portfolio Management,2017-03-30,2017-04-17,3.81
tdealwis,4446210,Medical Devices,2017-03-30,2017-05-30,
lmouli,4499700,Environmental Services,2017-03-30,2017-05-12,3.79
yli136,4508232,Investment / Portfolio Management,2017-03-30,2017-04-17,3.71
dorenste,4106051,"Advertising, PR & Marketing",2017-03-30,2017-05-26,3.63
korquera,4560274,Real Estate,2017-03-30,2017-06-16,2.52
afan6,4493807,Computer Networking,2017-03-30,2017-05-29,3.75
alemire,4465574,Non-Profit - Other,2017-03-30,2017-07-20,3.07
eschlech,4592740,Environmental Services,2017-03-30,2017-05-12,3.29
hpark43,4625561,Real Estate,2017-03-30,2017-06-16,3.76
smathunj,4365316,Electronic & Computer Hardware,2017-03-30,2017-05-29,3.67
alin15,4008180,Medical Devices,2017-03-30,2017-05-30,3.08
myu20,12936820,Real Estate,2017-03-30,2018-05-31,3.92
asingh36,4411037,Other Education,2017-03-30,2017-06-01,3.83
ifarinas,12744245,Real Estate,2017-03-30,2018-08-30,2.53
lavelarp,13726705,Real Estate,2017-03-30,2018-08-30,3.71
alin15,4375857,Environmental Services,2017-03-30,2017-05-12,3.08
rsmith71,4086671,Medical Devices,2017-03-30,2017-05-30,3.16
hlee79,4798504,Internet & Software,2017-03-30,2017-05-25,
asingh36,4411043,Electronic & Computer Hardware,2017-03-30,2017-05-24,3.83
rpage4,7266458,Real Estate,2017-03-30,2018-08-30,3.56
chwang11,4453466,Environmental Services,2017-03-30,2017-05-12,3.8
bcrouse,4627363,"Advertising, PR & Marketing",2017-03-30,2017-05-26,3.35
lzickar,3137233,"Advertising, PR & Marketing",2017-03-30,2017-05-26,3.56
eschlech,4592662,Environmental Services,2017-03-30,2017-05-12,3.29
dkelly9,4584370,Real Estate,2017-03-30,2017-06-16,3
aliving2,2827285,"Advertising, PR & Marketing",2017-03-30,2017-05-26,
mwilli98,12217283,Real Estate,2017-03-30,2018-08-30,2.25
aengel3,4313832,Investment / Portfolio Management,2017-03-30,2017-04-17,3.85
coh2,5075435,Real Estate,2017-03-30,2018-08-30,3.53
otroyer,4659372,Environmental Services,2017-03-30,2017-05-12,3.32
ecamach3,4431754,Healthcare,2017-03-30,2017-04-07,2.8
pnassif,4059841,Investment / Portfolio Management,2017-03-30,2017-04-17,3.02
wschmid3,3971970,"Advertising, PR & Marketing",2017-03-30,2017-05-26,2.86
dpan6,8640918,Real Estate,2017-03-30,2018-08-30,3.91
tdaly2,4502964,Healthcare,2017-03-30,2017-07-24,3.65
hkeliuot,4531636,Non-Profit - Other,2017-03-30,2017-05-29,2.84
aengel3,4314078,Investment / Portfolio Management,2017-03-30,2017-04-17,3.85
asingh36,4411032,Internet & Software,2017-03-30,2017-05-29,3.83
tmichae5,8132729,Real Estate,2017-03-30,2018-08-30,2.97
abati,3425507,Social Assistance,2017-03-30,2017-09-30,2.74
cwang48,4698238,Electronic & Computer Hardware,2017-03-30,2017-05-29,3.76
alemire,4367232,Environmental Services,2017-03-30,2017-05-12,3.07
dsalerno,4064291,Medical Devices,2017-03-30,2017-05-30,3.95
eschlech,4592735,Environmental Services,2017-03-30,2017-05-12,3.29
yli136,4508228,Environmental Services,2017-03-30,2017-05-12,3.71
tchu5,4619183,Computer Networking,2017-03-30,2017-05-29,2.83
blee38,4560262,Environmental Services,2017-03-30,2017-05-12,3.37
blee38,4516718,Real Estate,2017-03-30,2017-06-16,3.37
yli136,4508226,Environmental Services,2017-03-30,2017-05-12,3.71
edoyle4,4647357,Internet & Software,2017-03-29,2017-06-30,2.73
lfei2,4472964,Other Industries,2017-03-29,2017-05-28,3.26
bcrouse,4618276,Human Resources,2017-03-29,2017-04-28,3.35
rdefazio,4945545,Internet & Software,2017-03-29,2017-06-30,3.65
ypan22,4574151,Internet & Software,2017-03-29,2017-04-30,3.73
vpatel18,4373719,Internet & Software,2017-03-29,2017-05-16,3.29
afan6,4521160,Internet & Software,2017-03-29,2017-05-28,3.75
xxie10,4407932,Other Education,2017-03-29,2017-05-28,3.61
mdelsord,4754233,Internet & Software,2017-03-29,2017-05-28,3.89
dorenste,4345989,Management Consulting,2017-03-29,2017-05-28,3.63
alin15,4375914,Internet & Software,2017-03-29,2017-05-28,3.08
sye5,4543777,Real Estate,2017-03-29,2017-05-01,3.78
edoyle4,4647272,Other Industries,2017-03-29,2017-05-28,2.73
dorenste,4345994,Real Estate,2017-03-29,2017-05-01,3.63
jvidelef,4428148,Real Estate,2017-03-29,2017-05-01,3.37
dorenste,4346011,Human Resources,2017-03-29,2017-04-28,3.63
alemire,4367354,Environmental Services,2017-03-29,2017-05-28,3.07
asingh36,4538724,Internet & Software,2017-03-29,2017-05-28,3.83
jvidelef,4352891,Internet & Software,2017-03-29,2017-05-16,3.37
tchu5,4619090,Internet & Software,2017-03-29,2017-05-16,2.83
mbramall,4607150,Scientific and Technical Consulting,2017-03-29,2017-04-30,3.2
anunez2,4397488,Sports & Leisure,2017-03-29,2017-05-28,3.37
wschmid3,4339277,Electronic & Computer Hardware,2017-03-29,2017-05-28,2.86
tmichae5,4653524,Other Industries,2017-03-29,2017-05-28,2.97
blee38,4516655,Other Industries,2017-03-29,2017-05-28,3.37
dsalerno,4344414,Non-Profit - Other,2017-03-29,2017-05-28,3.95
rllerena,6813308,Investment Banking,2017-03-28,2018-08-31,3.08
afan6,4335528,Internet & Software,2017-03-28,2017-05-12,3.75
cricher,4836275,"Movies, TV, Music",2017-03-28,2017-05-27,3.38
dpan6,5485079,Investment Banking,2017-03-28,2018-08-31,3.91
bcrouse,4627375,Other Industries,2017-03-28,2017-05-27,3.35
sogunji,4465079,Retail Stores,2017-03-28,2017-05-27,3.61
sbajwa,14003638,Investment Banking,2017-03-28,2018-08-31,2.82
cbedetse,11185201,Investment Banking,2017-03-28,2018-08-31,3.58
sfang12,8536923,Investment Banking,2017-03-28,2018-08-31,3.69
xding12,4956659,Investment Banking,2017-03-28,2018-08-31,3.95
rdoughe4,15156609,Investment Banking,2017-03-28,2018-08-31,3.93
akyburz,13966696,Investment Banking,2017-03-28,2018-08-31,3.04
geveret2,7160653,Investment Banking,2017-03-28,2018-08-31,3.23
bcrouse,4500390,Investment / Portfolio Management,2017-03-28,2017-04-13,3.35
afayeque,5592535,Investment Banking,2017-03-28,2018-08-31,3.35
rrosen4,15283510,Investment Banking,2017-03-28,2018-08-31,3.24
lcouliba,12255615,Investment Banking,2017-03-28,2018-08-31,3.34
blee38,4560097,Civil Engineering,2017-03-28,2017-05-27,3.37
ywei12,12183564,Investment Banking,2017-03-28,2018-08-31,3.66
sjeter,4424960,Internet & Software,2017-03-28,2017-05-27,3
hpark43,4625681,Investment Banking,2017-03-28,2018-08-31,3.76
tchanth2,12199977,Investment Banking,2017-03-28,2018-08-31,3.25
lfei2,10658226,Investment Banking,2017-03-28,2018-08-31,3.26
emill28,5276416,Investment Banking,2017-03-28,2018-08-31,3.77
jkrapf,4332778,Internet & Software,2017-03-28,2017-05-12,3.65
ypan22,4574179,Scientific and Technical Consulting,2017-03-28,2017-12-29,3.73
oowoyele,12121029,Investment Banking,2017-03-28,2018-08-31,2.2
hpark43,4625565,Telecommunications,2017-03-28,2017-05-27,3.76
ghunkins,4323451,Electronic & Computer Hardware,2017-03-28,2017-05-27,3.8
alemire,4465615,Politics,2017-03-28,2017-06-28,3.07
kcheung6,4494739,Internet & Software,2017-03-28,2017-05-12,3.95
ydu17,12104571,Investment Banking,2017-03-28,2018-08-31,3.32
xzhu12,5401336,Investment Banking,2017-03-28,2018-08-31,3.52
jkim342,10086038,Investment Banking,2017-03-28,2018-08-31,3.7
hkaplan2,4994106,Other Industries,2017-03-28,2018-03-20,3.65
dabarcae,8717086,Investment Banking,2017-03-28,2018-08-31,3.27
asm142,5070522,Investment Banking,2017-03-28,2018-08-31,2.65
hasaga,4382126,Manufacturing - Other,2017-03-28,2017-05-27,2.99
mwilli98,7505189,Investment Banking,2017-03-28,2018-08-31,2.25
pnassif,8763447,Investment Banking,2017-03-28,2018-08-31,3.02
abowes,4635197,Politics,2017-03-28,2017-06-28,3.47
coh2,5053995,Investment Banking,2017-03-28,2018-08-31,3.53
kliu20,10686066,Investment Banking,2017-03-28,2018-08-31,3.89
merdeneb,8606375,Investment Banking,2017-03-28,2018-08-31,3.75
hkaplan2,4518367,Investment / Portfolio Management,2017-03-28,2017-04-13,3.65
amercha6,5517191,Investment Banking,2017-03-28,2018-08-31,3.45
xli93,4399241,Investment Banking,2017-03-28,2018-08-31,3.89
yli143,8531550,Investment Banking,2017-03-28,2018-08-31,3.67
xli101,8435193,Investment Banking,2017-03-28,2018-08-31,3.4
asiatits,4360236,Electronic & Computer Hardware,2017-03-28,2017-05-27,3.72
cricher,4835972,"Movies, TV, Music",2017-03-28,2017-05-27,3.38
alin15,4375937,Internet & Software,2017-03-28,2017-05-12,3.08
uvengala,4731192,Electronic & Computer Hardware,2017-03-28,2017-05-27,3.96
yli157,9899363,Investment Banking,2017-03-28,2018-08-31,3.95
jwu94,14670384,Investment Banking,2017-03-28,2018-08-31,3.5
salepa,5380398,Investment Banking,2017-03-28,2018-08-31,3.33
tchu5,4820163,Electronic & Computer Hardware,2017-03-28,2017-05-27,2.83
ssivaku2,15290769,Investment Banking,2017-03-28,2018-08-31,3.1
hgira,4432068,"Movies, TV, Music",2017-03-28,2017-05-27,3.43
xni4,7034484,Investment Banking,2017-03-28,2018-08-31,3.26
yshen28,14285818,Investment Banking,2017-03-28,2018-08-31,3.56
sye5,4398518,Investment Banking,2017-03-28,2018-08-31,3.78
rpage4,7044009,Investment Banking,2017-03-28,2018-08-31,3.56
hgira,4431908,"Movies, TV, Music",2017-03-28,2017-05-27,3.43
rpage4,14985734,Investment Banking,2017-03-28,2018-08-31,3.56
dsalerno,4344371,Manufacturing - Other,2017-03-28,2017-05-27,3.95
dvillar,4708513,Investment Banking,2017-03-28,2018-08-31,2.53
xlu32,9756928,Investment Banking,2017-03-28,2018-08-31,3.94
ypan22,4572401,"Movies, TV, Music",2017-03-28,2017-05-27,3.73
oschiffe,9042371,Investment Banking,2017-03-28,2018-08-31,3.23
ncotaluc,5449859,Investment Banking,2017-03-28,2018-08-31,3.61
achen37,4448106,"Movies, TV, Music",2017-03-28,2017-05-27,3.55
alin15,4375942,Civil Engineering,2017-03-28,2017-05-27,3.08
span11,12015900,Investment Banking,2017-03-28,2018-08-31,3.55
cwu59,11805033,Investment Banking,2017-03-28,2018-08-31,3.9
hkeliuot,4708403,"Movies, TV, Music",2017-03-28,2017-05-27,2.84
asong8,4330737,Investment Banking,2017-03-28,2018-08-31,3.58
zwang93,12960498,Investment Banking,2017-03-28,2018-08-31,3.65
jcliffo7,6394848,Investment Banking,2017-03-28,2018-08-31,3.84
blee38,4569138,Internet & Software,2017-03-28,2017-05-12,3.37
blee38,4569166,Telecommunications,2017-03-28,2017-05-27,3.37
jrossit2,7386019,Investment Banking,2017-03-28,2018-08-31,3.34
mmitrovs,8666704,Investment Banking,2017-03-28,2018-08-31,3.3
afan6,4563386,Civil Engineering,2017-03-28,2017-05-27,3.75
tpauly2,9688684,Investment Banking,2017-03-28,2018-08-31,3.6
xjin7,10849018,Investment Banking,2017-03-28,2018-08-31,3.88
skirui,4804266,Electronic & Computer Hardware,2017-03-28,2017-05-27,2.51
jfost17,10633797,Investment Banking,2017-03-28,2018-08-31,3.47
lfelemba,4491921,Electronic & Computer Hardware,2017-03-28,2017-05-27,3.1
gfraser,7692929,Investment Banking,2017-03-28,2018-08-31,3.46
mbramall,4607220,Other Agriculture,2017-03-28,2017-09-26,3.2
msingh20,8005846,Scientific and Technical Consulting,2017-03-28,2017-12-29,3.9
yzh203,12582049,Investment Banking,2017-03-28,2018-08-31,3.66
asayeed,8181306,Investment Banking,2017-03-28,2018-08-31,3.3
cwang75,10002428,Investment Banking,2017-03-28,2018-08-31,3.84
hduracic,8510595,Investment Banking,2017-03-28,2018-08-31,3.06
ygao43,6861038,Investment Banking,2017-03-28,2018-08-31,3.66
yliu142,12291649,Investment Banking,2017-03-28,2018-08-31,3.91
uvengala,4713570,Electronic & Computer Hardware,2017-03-28,2017-05-27,3.96
mgrip2,12247405,Investment Banking,2017-03-28,2018-08-31,3.26
rortiz4,7352787,Investment Banking,2017-03-28,2018-08-31,3.3
tmichae5,4946189,Investment Banking,2017-03-28,2018-08-31,2.97
jpan11,4494033,Investment Banking,2017-03-28,2018-08-31,3.89
dorenste,4346068,Investment / Portfolio Management,2017-03-28,2017-04-13,3.63
uvengala,4731204,Internet & Software,2017-03-28,2017-05-12,3.96
jaxelro2,6271675,Investment Banking,2017-03-28,2018-08-31,3.02
rllerena,4770139,Investment Banking,2017-03-28,2018-08-31,3.08
vmehta5,4356436,Investment / Portfolio Management,2017-03-28,2017-04-13,3.7
asingh36,4322337,Electronic & Computer Hardware,2017-03-28,2017-05-27,3.83
nedokpol,12509540,Investment Banking,2017-03-28,2018-08-31,2.92
aoverli,14984176,Investment Banking,2017-03-28,2018-08-31,3.75
strezza,5139979,Scientific and Technical Consulting,2017-03-28,2017-12-29,3.39
smathunj,4365299,Internet & Software,2017-03-28,2017-05-12,3.67
hduracic,12186031,Investment Banking,2017-03-28,2018-08-31,3.06
vmehta5,5406604,Investment Banking,2017-03-28,2018-08-31,3.7
jtraver4,4355179,Internet & Software,2017-03-28,2017-05-12,3.29
hlee79,4831736,Healthcare,2017-03-28,2017-05-27,
ikumar,15396520,Investment Banking,2017-03-28,2018-08-31,3.64
ygao41,15789873,Investment Banking,2017-03-28,2018-08-31,3.64
hjurman,4633230,Investment Banking,2017-03-28,2018-08-31,2.84
bwang42,10547033,Investment Banking,2017-03-28,2018-08-31,3.35
jmorg17,4617106,Investment Banking,2017-03-28,2018-08-31,3.43
blee38,4552905,Manufacturing - Other,2017-03-28,2017-05-27,3.37
mgutier9,10616641,Investment Banking,2017-03-28,2018-08-31,3.4
mli59,15098609,Investment Banking,2017-03-28,2018-08-31,3.87
jfoong,8211711,Investment Banking,2017-03-28,2018-08-31,3.58
mholm15,15128886,Investment Banking,2017-03-28,2018-08-31,3.14
jmill98,4427047,Telecommunications,2017-03-28,2017-05-27,3.16
achen36,14092857,Investment Banking,2017-03-28,2018-08-31,2.84
slevy10,4379323,Investment Banking,2017-03-28,2018-08-31,3.79
kcheung6,4495002,Electronic & Computer Hardware,2017-03-28,2017-05-27,3.95
oostrike,5655057,Investment Banking,2017-03-28,2018-08-31,3.54
yzh203,12582028,Investment Banking,2017-03-28,2018-08-31,3.66
hasaga,4392436,Electronic & Computer Hardware,2017-03-28,2017-06-05,2.99
hyu28,4328918,Investment / Portfolio Management,2017-03-28,2017-04-13,3.5
lliao6,4730646,Investment Banking,2017-03-28,2018-08-31,3.7
jhill37,4631564,Research,2017-03-27,2017-05-19,3.46
blee38,4560013,Electronic & Computer Hardware,2017-03-27,2017-05-15,3.37
asingh36,4309805,Research,2017-03-27,2017-05-19,3.83
wschmid3,3984822,Other Industries,2017-03-27,2017-04-27,2.86
oisley,4720764,Research,2017-03-27,2017-05-19,1.98
coh2,4788885,Manufacturing - Other,2017-03-27,2017-05-26,3.53
hgandhi,4399769,Environmental Services,2017-03-27,2017-04-10,3.9
dmatthe4,5318178,Human Resources,2017-03-27,2017-09-07,2.97
asingh36,4309615,Environmental Services,2017-03-27,2017-04-10,3.83
jpan11,4494037,Manufacturing - Other,2017-03-27,2017-05-26,3.89
afan6,4563465,CPG - Consumer Packaged Goods,2017-03-27,2017-04-28,3.75
vpatel18,4345024,CPG - Consumer Packaged Goods,2017-03-27,2017-04-28,3.29
asm142,2961128,"Advertising, PR & Marketing",2017-03-27,2017-05-12,2.65
mhaigis,4588329,Research,2017-03-27,2017-05-19,3.82
dorenste,3804808,Investment / Portfolio Management,2017-03-27,2017-06-05,3.63
lwang38,4481230,Internet & Software,2017-03-27,2017-05-27,3.43
jsanch14,4842551,Internet & Software,2017-03-27,2017-05-26,3.02
xli93,4399207,Manufacturing - Other,2017-03-27,2017-05-26,3.89
bcrouse,3557901,Internet & Software,2017-03-27,2017-04-27,3.35
anunez2,4045138,Internet & Software,2017-03-27,2017-04-27,3.37
alin15,4375982,Electronic & Computer Hardware,2017-03-27,2017-05-15,3.08
mmcgove4,4473948,Manufacturing - Other,2017-03-27,2017-05-26,3.3
klapusna,4796640,Research,2017-03-27,2017-05-19,3.46
azou,4678061,"Advertising, PR & Marketing",2017-03-27,2017-05-12,3.45
jgrey2,2565080,Investment / Portfolio Management,2017-03-27,2017-06-05,2.24
cdicker2,4316896,Electronic & Computer Hardware,2017-03-27,2017-05-15,3.54
otroyer,4851468,Non-Profit - Other,2017-03-27,2017-12-21,3.32
vnieto,4563157,Research,2017-03-27,2017-05-19,1.36
hkaplan2,4994129,Human Resources,2017-03-26,2017-06-30,3.65
alemire,4465617,Natural Resources,2017-03-24,2018-08-30,3.07
nwhiteha,4411405,Electronic & Computer Hardware,2017-03-24,2017-05-23,4
wschmid3,4741552,Human Resources,2017-03-24,2017-08-31,2.86
ecamach3,4315343,Internet & Software,2017-03-24,2017-04-07,2.8
sye5,4398571,Investment / Portfolio Management,2017-03-24,2017-05-23,3.78
dkannen,4541721,Electronic & Computer Hardware,2017-03-24,2017-05-23,3.09
sogunji,4280880,Investment / Portfolio Management,2017-03-24,2017-05-23,3.61
blee38,4516572,Investment / Portfolio Management,2017-03-24,2017-05-23,3.37
oasunmon,4411942,Management Consulting,2017-03-24,2017-04-07,3.1
xxie10,4408033,Investment / Portfolio Management,2017-03-24,2017-05-23,3.61
asiatits,4360170,Internet & Software,2017-03-24,2017-04-07,3.72
xli93,4398486,Investment / Portfolio Management,2017-03-24,2017-05-23,3.89
lfelemba,4339186,Human Resources,2017-03-24,2017-08-31,3.1
dle5,11873843,Natural Resources,2017-03-24,2018-08-30,3.23
kpolloc3,4395116,Internet & Software,2017-03-24,2017-04-07,3.35
alemire,4371110,Natural Resources,2017-03-24,2017-05-12,3.07
abrown63,4542763,"Advertising, PR & Marketing",2017-03-24,2017-04-21,3.62
sbajwa,4318077,Human Resources,2017-03-24,2017-04-21,2.82
dvillar,4709979,Investment / Portfolio Management,2017-03-24,2017-05-23,2.53
vmehta5,4276259,Management Consulting,2017-03-24,2017-04-07,3.7
asingh36,4295833,Electronic & Computer Hardware,2017-03-24,2017-05-23,3.83
tchu5,4820046,Electronic & Computer Hardware,2017-03-24,2017-05-23,2.83
mmcgove4,4563687,Human Resources,2017-03-24,2017-04-21,3.3
eding2,4824411,Investment / Portfolio Management,2017-03-24,2017-05-23,3.38
jquinliv,4527523,Investment / Portfolio Management,2017-03-24,2017-05-23,3.86
jdai6,4815912,Investment / Portfolio Management,2017-03-24,2017-05-23,3.89
afan6,4563469,Investment / Portfolio Management,2017-03-24,2017-05-23,3.75
jfoong,4324688,Investment / Portfolio Management,2017-03-24,2017-05-23,3.58
hpark43,4625742,Investment / Portfolio Management,2017-03-24,2017-05-23,3.76
lfelemba,4339191,Scientific and Technical Consulting,2017-03-24,2017-04-30,3.1
jvidelef,3515386,Management Consulting,2017-03-24,2017-04-24,3.37
lfelemba,4306583,Human Resources,2017-03-24,2018-03-31,3.1
ghunkins,4298396,Natural Resources,2017-03-24,2017-05-12,3.8
rjain8,4311648,Internet & Software,2017-03-24,2017-04-07,3.01
ckim48,4296931,Internet & Software,2017-03-24,2017-04-07,3.03
blee38,4560248,Investment / Portfolio Management,2017-03-24,2017-05-23,3.37
ecamach3,4429513,Internet & Software,2017-03-24,2017-04-07,2.8
afan6,4494306,Electronic & Computer Hardware,2017-03-24,2017-05-23,3.75
bcrouse,4276492,Management Consulting,2017-03-24,2017-04-07,3.35
zdu2,26799459,Investment / Portfolio Management,2017-03-24,2019-08-31,3.1
wkaseu,4323791,Investment / Portfolio Management,2017-03-24,2017-05-23,3.43
bcrouse,3692016,Management Consulting,2017-03-24,2017-04-24,3.35
jguntur,4508480,Investment / Portfolio Management,2017-03-24,2017-05-23,3.02
olantvel,3625886,Investment / Portfolio Management,2017-03-24,2019-08-31,2.39
tmichae5,4277392,Human Resources,2017-03-24,2017-04-21,2.97
sloane,4454599,Internet & Software,2017-03-24,2017-04-07,3.25
